"smile","innerBrowRaise","browRaise","browFurrow","noseWrinkle","upperLipRaise","lipCornerDepressor","chinRaise","lipPucker","lipPress","lipSuck","mouthOpen","smirk","eyeClosure","lidTighten","jawDrop","dimpler","eyeWiden","cheekRaise","lipStretch"
1.2036685426153326e-8,0.04055546596646309,0.11861054599285126,2.5246543884277344,0.0635659396648407,0.07095784693956375,0.001240957877598703,3.1032116413116455,0.3139788508415222,0.053930044174194336,0.00012152452109148726,0.17178742587566376,0.001815942581743002,0.0012517526047304273,0.019787190482020378,0.15761610865592957,0.04493904113769531,0.18970303237438202,0.001351509359665215,0.00928840134292841
2.4120870989463583e-7,0.07704737782478333,0.10216385126113892,1.0767478942871094,0.03345291689038277,0.025066381320357323,0.0011795640457421541,2.465688943862915,2.0193326473236084,0.030790921300649643,0.00017005739209707826,1.2251969575881958,0.0005664315540343523,0.004718143027275801,0.02787664718925953,0.14919236302375793,0.0331583246588707,0.004035338293761015,0.002069922164082527,0.00663796765729785
0.0000011603121947700856,0.18201172351837158,0.09847333282232285,0.2203780859708786,0.022747263312339783,0.01272161491215229,0.0010126407723873854,0.8567491769790649,1.4434897899627686,0.028396673500537872,0.00039660136098973453,1.0675008296966553,0.00034096036688424647,0.004271035082638264,0.015785248950123787,0.1888628751039505,0.019974360242486,0.00012652817531488836,0.0011112237116321921,0.0023779890034347773
2.2407091648801725e-7,0.13395260274410248,0.49554622173309326,0.16216015815734863,0.03492072969675064,0.022390173748135567,0.000558283063583076,0.6228079795837402,2.470391035079956,0.01366220973432064,0.00010349706280976534,0.5343217849731445,0.00041765905916690826,0.0007879931363277137,0.008097581565380096,0.12393549829721451,0.00928631890565157,0.0000894571712706238,0.0007530617294833064,0.002887608716264367
1.4290787930804072e-7,0.14225709438323975,0.28943702578544617,0.3528018593788147,0.06021871417760849,0.021756017580628395,0.0009538967860862613,0.8985008001327515,2.7953388690948486,0.009743775241076946,0.00007061746873660013,0.7548423409461975,0.00036282403743825853,0.0015238110208883882,0.010824230499565601,0.13255229592323303,0.010553831234574318,0.00012397681712172925,0.0015389157924801111,0.0019443068886175752
1.6522301393706584e-7,0.15075922012329102,0.23507645726203918,0.5697627067565918,0.0626712441444397,0.025523070245981216,0.0009690365986898541,1.249202847480774,2.7250497341156006,0.031317662447690964,0.00009707223216537386,0.5152332186698914,0.000737794500309974,0.00009357906674267724,0.01633620075881481,0.17455816268920898,0.03707485273480415,0.0000962146368692629,0.004215139430016279,0.0026168397162109613
1.9119835314995726e-7,0.1511063128709793,0.19258913397789001,0.4677753448486328,0.0892486721277237,0.024885689839720726,0.0007864841027185321,1.1159415245056152,2.6755211353302,0.019621483981609344,0.000057150100474245846,0.5327875018119812,0.0009961706819012761,0.00013920155470259488,0.017622079700231552,0.20830442011356354,0.02402893453836441,0.0001067248813342303,0.0029512899927794933,0.0027557704597711563
1.791618871038736e-7,0.14360639452934265,0.18845102190971375,0.3242962956428528,0.08365281671285629,0.028340579941868782,0.000809410703368485,1.4311244487762451,3.1726233959198,0.04108776897192001,0.00007208502938738093,0.4897131025791168,0.0008923903806135058,0.0006677632336504757,0.014078143052756786,0.22937896847724915,0.021197326481342316,0.00007603660196764395,0.0036946269683539867,0.002850423799827695
1.8810200685948075e-7,0.10054556280374527,0.17101331055164337,0.3381626009941101,0.04886173456907272,0.026310384273529053,0.0007939537754282355,1.9815055131912231,3.4748380184173584,0.07126452773809433,0.00010704138549044728,0.7306038737297058,0.0009173380676656961,0.0037039651069790125,0.014439556747674942,0.289202481508255,0.018775176256895065,0.00008888026786735281,0.003822065657004714,0.0025030935648828745
1.2682811245667835e-7,0.08001838624477386,0.18592524528503418,0.31740570068359375,0.04908611252903938,0.02304304763674736,0.0008194102556444705,2.0258941650390625,3.972219705581665,0.03839094564318657,0.00009827991743804887,0.8508394360542297,0.0010319201974198222,0.0027321099769324064,0.012457851320505142,0.2906205952167511,0.014378689229488373,0.00009185831004288048,0.004878017585724592,0.0023887353017926216
1.2124503712129808e-7,0.08326850086450577,0.17046208679676056,0.3891366422176361,0.0426480770111084,0.020480215549468994,0.0007686148746870458,2.258894681930542,6.273099899291992,0.08474773168563843,0.00007681068382225931,1.0254610776901245,0.0011846550041809678,0.0034497687593102455,0.014818876050412655,0.3540951609611511,0.015459331683814526,0.00011890723544638604,0.006519606336951256,0.0013707841280847788
1.0654564874812422e-7,0.07440771162509918,0.1775324046611786,0.33354276418685913,0.03850427269935608,0.022314492613077164,0.0006897529819980264,3.718059539794922,6.195927143096924,0.0764370709657669,0.00006860392022645101,1.295271396636963,0.0010088112903758883,0.0069944364950060844,0.014860152266919613,0.32812437415122986,0.012672072276473045,0.00011367273691575974,0.00559141393750906,0.001663020346313715
2.0645177301048534e-7,0.06544162333011627,0.0901155173778534,0.5374872088432312,0.03741410747170448,0.0257931649684906,0.0007686303579248488,7.105401039123535,5.709354877471924,0.06922299414873123,0.00011403147800592706,1.3910729885101318,0.0012965492205694318,0.009290915913879871,0.02015611343085766,0.3807050585746765,0.021595826372504234,0.0000885859553818591,0.013909906148910522,0.0018024658784270287
2.1959453988529276e-7,0.06939572095870972,0.11995970457792282,0.39982399344444275,0.03907221555709839,0.017542462795972824,0.0008463688427582383,6.8618035316467285,7.809802055358887,0.06138977035880089,0.00018779095262289047,1.4166810512542725,0.0016518674092367291,0.007349638268351555,0.02382078394293785,0.37098655104637146,0.027119185775518417,0.00007160663517424837,0.006880944594740868,0.0027443571016192436
2.4971186007860524e-7,0.052923303097486496,0.12141557037830353,0.37471291422843933,0.045301638543605804,0.019688725471496582,0.000850325042847544,4.120608806610107,5.078880310058594,0.026282478123903275,0.0001683464797679335,1.303946852684021,0.0019428704399615526,0.0006281941896304488,0.018145564943552017,0.26213836669921875,0.021910378709435463,0.000060737875173799694,0.00497274799272418,0.0033162639010697603
2.395759679529874e-7,0.04141496866941452,0.10496865957975388,0.2662384808063507,0.06126929819583893,0.020830314606428146,0.0009814321529120207,2.863429546356201,3.4678053855895996,0.012358439154922962,0.0001472315489081666,1.2032731771469116,0.0022886546794325113,0.0000492880426463671,0.013695967383682728,0.20264042913913727,0.011450531892478466,0.00004793160405824892,0.002079587895423174,0.003903993172571063
2.459187555814424e-7,0.04073282331228256,0.14289246499538422,0.34374159574508667,0.0990658849477768,0.02217119187116623,0.0007497833576053381,2.7139384746551514,2.846259355545044,0.0049162558279931545,0.0002775261818896979,1.1059365272521973,0.0017025788547471166,0.0015955949202179909,0.014281251467764378,0.16031265258789062,0.00861879251897335,0.00008371494914172217,0.003649120219051838,0.0039038255345076323
3.4239997148688417e-7,0.045998044312000275,0.1243646964430809,0.32614341378211975,0.11453409492969513,0.02335674874484539,0.0008314722217619419,2.6414995193481445,2.573157787322998,0.006599963642656803,0.0002908394089899957,1.1414953470230103,0.001794550335034728,0.0763663798570633,0.013769244775176048,0.16586200892925262,0.010977529920637608,0.00012437636905815452,0.004152417182922363,0.004176415503025055
3.6886231669086555e-7,0.06265903264284134,0.1192784383893013,0.33067193627357483,0.12499749660491943,0.0246572308242321,0.0008368906565010548,2.2472829818725586,2.3731167316436768,0.005460396409034729,0.00022071936109568924,1.0234469175338745,0.0021210520062595606,0.026633409783244133,0.012643249705433846,0.17189671099185944,0.012795107439160347,0.00011312303831800818,0.004776716232299805,0.0035657372791320086
3.933790253540792e-7,0.10118304938077927,0.12363208085298538,0.340288907289505,0.10392165184020996,0.023517325520515442,0.0007925573154352605,1.8431063890457153,1.982663631439209,0.015092460438609123,0.0001998589577851817,1.126161813735962,0.0022491198033094406,0.009273991920053959,0.016002846881747246,0.17499618232250214,0.011382981203496456,0.00008639377483632416,0.003941033035516739,0.003400457790121436
4.4059635229132255e-7,0.09890115261077881,0.17925484478473663,0.3618782162666321,0.06904151290655136,0.023855125531554222,0.000945012376178056,2.316631317138672,2.2213685512542725,0.017579788342118263,0.0002422578982077539,1.163893222808838,0.0026150336489081383,0.00038195058004930615,0.014884430915117264,0.17362630367279053,0.01038313377648592,0.00006640537321800366,0.0018531467067077756,0.0033291063737124205
5.742000439568073e-7,0.09584370255470276,0.13554254174232483,0.5290040969848633,0.05427061766386032,0.021059449762105942,0.001038077287375927,1.6183720827102661,2.398096799850464,0.03679201751947403,0.0002592356177046895,1.2472327947616577,0.0026844057720154524,0.0005168819334357977,0.017531579360365868,0.18314658105373383,0.007685006130486727,0.00005109425910632126,0.0027298391796648502,0.0030186662916094065
6.154547804726462e-7,0.07756932824850082,0.11982346326112747,0.5212848782539368,0.041784003376960754,0.01793074607849121,0.0012784937862306833,1.9119899272918701,2.426966667175293,0.03172770142555237,0.0003057755238842219,1.4991592168807983,0.002753936918452382,0.008846094831824303,0.019890129566192627,0.22106732428073883,0.00950479507446289,0.00004486375109991059,0.0035213176161050797,0.0030746497213840485
3.818138338829158e-7,0.06504020094871521,0.15934160351753235,0.5835909247398376,0.04134664312005043,0.016702597960829735,0.0010920842178165913,1.1674559116363525,2.4634389877319336,0.03480594977736473,0.00021377600205596536,1.2674906253814697,0.0032600604463368654,0.015143649652600288,0.019511019811034203,0.20115114748477936,0.007989982143044472,0.00006574793951585889,0.002292024902999401,0.0036477111279964447
4.508091819843685e-7,0.055870652198791504,0.16253763437271118,0.6510046124458313,0.039661113172769547,0.015894146636128426,0.0008448269218206406,1.1081668138504028,1.8933292627334595,0.023106848821043968,0.00015024314052425325,1.203993797302246,0.003203394589945674,0.013762681744992733,0.018946398049592972,0.175215482711792,0.006607255432754755,0.00009436375694349408,0.0026746392250061035,0.0034174860920757055